City,Name,Review,Zip_codes,Rating,Price,Lat,Long,Title
asheville,Fahrenheit Pizza & Brewhouse,143,28803,5.0,$$,35.4851318353635,-82.5231004963674,Pizza
asheville,High Five Coffee,202,28801,4.5,$$,35.601052,-82.5553903,Coffee & Tea
asheville,Nightbell,222,28801,4.5,$$$,35.593819,-82.552078,American (New)
asheville,Malaprop's Bookstore/Cafe,168,28801,4.5,$$,35.59621,-82.5549,Bookstores
asheville,Gypsy Queen Cuisine,176,28806,4.5,$$,35.588307,-82.5861988,Mediterranean
asheville,Urban Orchard Cider Co,157,28806,4.5,$$,35.579489,-82.574279,Bars
asheville,Twisted Crepe,209,28801,4.5,$,35.5963168163468,-82.5553323112331,Creperies
asheville,Bull And Beggar,226,28801,4.0,$$$,35.5865014297322,-82.5668791405796,Seafood
asheville,Tupelo Honey,506,28803,4.0,$$,35.5030404957341,-82.5255469067459,Breakfast & Brunch
asheville,Well-Bred Bakery & Cafe,200,28803,4.5,$,35.566257067378,-82.5415501612667,Cafes
asheville,High Five Coffee Bar,142,28801,4.5,$,35.59573,-82.55349,Coffee & Tea
asheville,Mela Indian Restaurant,384,28801,4.0,$$,35.5972579,-82.553156,Indian
asheville,Chiesa,172,28801,4.5,$$,35.6004486,-82.5631104,Italian
asheville,Bebettes Beignets & Coffee,128,28805,4.5,$,35.5856,-82.52863,Coffee & Tea
asheville,Karen Donatelli,83,28801,5.0,$$,35.5963690908745,-82.5553250312805,Bakeries
asheville,Copper Crown,200,28805,4.5,$$,35.58704,-82.49347,American (New)
asheville,Mellow Mushroom,329,28801,4.0,$$,35.5968791494911,-82.5520351080281,Pizza
asheville,Liberty House Coffee and Café,104,28801,4.5,$$,35.6024315167022,-82.5514953923401,Coffee & Tea
asheville,Juicy Lucy's Burger Bar and Grill,286,28803,4.0,$$,35.5498046875,-82.5356292724609,Burgers
asheville,Thirsty Monk Brewery & Pub,276,28801,4.0,$$,35.5941162109375,-82.5553359985352,Pubs
asheville,Fig,174,28806,4.5,$$,35.5666002,-82.5404666,French
asheville,The Hop,150,28804,4.5,$,35.62074,-82.55491,Desserts
asheville,WALK,215,28806,4.0,$,35.5779765,-82.5797874,American (New)
asheville,Dobra Tea,182,28801,4.0,$,35.59746,-82.55332,Tea Rooms
asheville,Village Wayside,213,28803,4.0,$$,35.56767,-82.54244,American (Traditional)
asheville,The Gourmet Chip Company,170,28801,4.5,$,35.5968323,-82.552368,Sandwiches
asheville,Green Sage Cafe - Downtown,350,28801,4.0,$,35.595611,-82.552078,Coffee & Tea
asheville,Asheville Pizza & Brewing Company,364,28804,4.0,$$,35.622192,-82.553698,Cinema
asheville,Papas and Beer,256,28805,4.0,$$,35.5968580337151,-82.5352553742267,Mexican
asheville,Bonfire Barbecue,238,28806,4.0,$$,35.5863,-82.59344,Barbeque
asheville,Cantina at Historic Biltmore Village,300,28803,4.0,$$,35.5669392874156,-82.541991,Mexican
asheville,Jargon,125,28806,4.5,$$,35.57773,-82.59213,American (New)
asheville,The Blackbird,280,28801,4.0,$$,35.5930592463048,-82.551332761377,Southern
asheville,Baba Nahm,101,28801,4.5,$,35.5953745463563,-82.5560358166694,Middle Eastern
asheville,Sunshine Sammies,94,28801,4.5,$$,35.591617,-82.552129,Desserts
asheville,5 Walnut Wine Bar,107,28801,4.5,$$,35.59669,-82.552547,Wine Bars
asheville,The Döner - Kebabs & Falafels,81,28805,4.5,$,35.5792161931298,-82.5253852629864,Middle Eastern
asheville,Zia Taqueria,166,28806,4.5,$$,35.579108,-82.584483,Tex-Mex
asheville,En La Calle,88,28801,4.5,$$,35.5938415116249,-82.5504280586896,Cocktail Bars
asheville,Asheville Brewing Company,327,28801,3.5,$$,35.59172,-82.55529,Breweries
asheville,Sonora,134,28801,4.5,$$,35.59451,-82.55549,Mexican
asheville,Cafe 64,157,28801,4.5,$$,35.59633,-82.555535,American (New)
asheville,Cedric's Tavern,291,28803,4.0,$$,35.5560708658813,-82.5830021914292,Pubs
asheville,A Taste of El Salvador,60,28806,5.0,$,35.5744881660098,-82.6154400408268,Salvadoran
asheville,Mamacita's Taqueria,198,28801,4.0,$,35.592007,-82.55114,Tacos
asheville,City Bakery,165,28801,4.0,$,35.5928,-82.55076,Bakeries
asheville,Jack of the Wood,294,28801,4.0,$$,35.59435,-82.55576,Pubs
asheville,Ultra Coffeebar,146,28801,4.0,$,35.5850739,-82.5647113,Coffee & Tea
asheville,Nine Mile,184,28806,4.0,$$,35.5781599,-82.59341,Caribbean
asheville,Papa's & Beer,209,28806,4.0,$$,35.5245022319656,-82.6051794667953,Bars
asheville,Brasilia Churrasco Steakhouse - Asheville,147,28801,4.5,$$$,35.5967140197754,-82.5509033203125,Steakhouses
asheville,Catawba Brewing,158,28801,4.0,$,35.5890693664551,-82.5535278320312,Bars
asheville,Taqueria Munoz,80,28806,4.5,$,35.579402133002,-82.6082730735442,Mexican
asheville,Strada Italiano,280,28801,4.0,$$,35.5962882,-82.5522352,Italian
asheville,Moose Cafe Asheville,290,28806,4.0,$,35.553744139977,-82.5994227724914,American (Traditional)
asheville,All Souls Pizza,159,28801,4.0,$$,35.587985,-82.56438,Pizza
asheville,Wild Ginger,172,28803,4.5,$$,35.491044,-82.522214,Vietnamese
asheville,Trade and Lore Coffee,96,28801,4.5,$,35.594754293561,-82.5555463135242,Coffee & Tea
asheville,Korean House,145,28801,4.0,$$,35.595904,-82.550454,Korean
asheville,Biltmore Estate Stable Cafe,199,28803,4.0,$$,35.5413757724718,-82.5522797599411,American (Traditional)
asheville,Whit's Frozen Custard,56,28804,4.5,$,35.61822,-82.55387,Ice Cream & Frozen Yogurt
asheville,Gan Shan Station,271,28801,3.5,$$,35.60457,-82.54625,Chinese
asheville,Bomba,94,28801,4.5,$,35.5948836605335,-82.5519762344974,Latin American
asheville,Wasabi,189,28801,4.0,$$,35.595962,-82.552322,Japanese
asheville,Suwana's Thai Orchid,196,28801,4.0,$$,35.59573,-82.55218,Thai
asheville,Red Stag Grill,195,28803,4.0,$$$,35.5668155409977,-82.5439886825734,American (New)
asheville,Manicomio Pizza,115,28801,4.5,$,35.59375,-82.55148,Pizza
asheville,Table,231,28801,4.0,$$$,35.59532,-82.55331,American (New)
asheville,Mojo Kitchen & Lounge,97,28801,4.5,$$,35.5952113,-82.5531579,American (New)
asheville,Well Played Board Game Cafe,69,28801,4.5,$,35.59443,-82.55633,Bars
asheville,Mr Sushi,79,28803,4.5,$,35.51466,-82.52685,Japanese
asheville,Favillas New York Pizza,199,28806,4.0,$$,35.58723,-82.59604,Pizza
asheville,Barley's Taproom & Pizzeria,286,28801,3.5,$$,35.59328,-82.55088,Pizza
asheville,MG Road,85,28801,4.5,$$,35.59483,-82.55524,Lounges
asheville,Izzy's Coffee Den,102,28801,4.5,$,35.59743,-82.55332,Coffee & Tea
asheville,Happy Jack's,153,28805,4.0,$,35.593536,-82.532466,Breakfast & Brunch
asheville,Fresh Wood Fired Pizza West,107,28801,4.5,$$,35.5822219848633,-82.564338684082,Pizza
asheville,Rankin Vault Cocktail Lounge,155,28801,4.0,$$,35.595433,-82.553393,Lounges
asheville,Top of the Monk,132,28801,4.0,$$,35.594099,-82.555336,Cocktail Bars
asheville,Deerpark Restaurant At the Biltmore Estate,134,28803,4.0,$$$,35.5500157767406,-82.5603456594467,Southern
asheville,Tasty Beverage Company,49,28801,4.5,$$,35.588745,-82.554399,"Beer, Wine & Spirits"
asheville,Another Broken Egg Cafe,154,28803,4.0,$$,35.48528,-82.55368,Cafes
asheville,Universal Joint,181,28806,4.0,$$,35.57853,-82.59481,American (Traditional)
asheville,Filo Pastries & Coffee,82,28805,4.5,$$,35.58706,-82.48682,Coffee & Tea
asheville,Asheville Yacht Club,87,28801,4.5,$,35.5944826810962,-82.5554337910993,American (Traditional)
asheville,Golden Fleece,97,28804,4.5,$$,35.621579,-82.543695,Mediterranean
asheville,BimBeriBon,103,28806,4.0,$$,35.577673459596,-82.591339876273,Bakeries
asheville,Mamacita's Taco Temple,121,28801,4.0,$,35.6037620841819,-82.5467389449477,Mexican
asheville,Carmel's Restaurant and Bar,206,28801,3.5,$$,35.5950943493427,-82.5563298024121,Bars
asheville,131 MAIN Restaurant,146,28803,4.0,$$,35.4852575,-82.5568218,American (New)
asheville,Biltmore Coffee Roasters,69,28803,4.5,$,35.5531879,-82.538241,Coffee & Tea
asheville,Mountain Madre Mexican Kitchen and Agave Bar,121,28801,4.0,$$,35.5966,-82.55293,Cocktail Bars
asheville,Tiger Bay,40,28806,5.0,$,35.57806,-82.57863,Barbeque
asheville,Blaze Fast-Fire'd Pizza,81,28803,4.5,$,35.50305,-82.52351,Salad
asheville,828 Family Pizzeria,119,28804,4.0,$$,35.6306299,-82.55412,Pizza
asheville,Storm Rhum Bar & Bistro,148,28801,4.0,$$,35.5910271446143,-82.5520516966706,American (New)
asheville,Isa's Bistro,151,28801,4.0,$$,35.595512,-82.5549323,American (New)
asheville,Twisted Laurel,170,28801,4.0,$$,35.5961060355163,-82.5502721312828,American (New)
asheville,Kathmandu Kitchen,191,28801,3.5,$$,35.59414,-82.55521,Himalayan/Nepalese
asheville,The Underground Cafe With DoughP Doughnuts,37,28801,5.0,$,35.595,-82.55051,Donuts
asheville,Asheville Chocolate,69,28801,4.5,$$,35.59621,-82.55222,Chocolatiers & Shops
asheville,White Labs Kitchen & Tap,83,28801,4.0,$$,35.590889,-82.548544,Pizza
asheville,The Noodle Shop,204,28801,3.5,$$,35.594826,-82.552018,Noodles
asheville,Santé Wine Bar And Tap Room,69,28801,4.5,$$,35.596072,-82.5566698,Wine Bars
asheville,Tacos Jalisco Mexican Restaurant,88,28806,4.5,$,35.58438,-82.6030399,Mexican
asheville,Stone Ridge Tavern,219,28806,4.0,$$,35.52614,-82.60747,American (Traditional)
asheville,5 Points Restaurant,79,28801,4.5,$,35.603183,-82.556987,Diners
asheville,Frostbite Ice Cream,46,28806,4.5,$,35.5778015,-82.6101925,Desserts
asheville,OWL Bakery,74,28806,4.0,$,35.5779228210449,-82.5753555297852,Bakeries
asheville,Papas and Beer,78,28803,4.5,$,35.48709,-82.52447,Mexican
asheville,Smallcakes A Cupcakery & Creamery - Asheville,44,28803,5.0,$,35.4844026347565,-82.5566387186098,Cupcakes
asheville,Short Street Cakes,77,28806,4.5,$$,35.57925,-82.57469,Bakeries
asheville,Dobra Tea,56,28806,4.5,$,35.57771,-82.59201,Tea Rooms
asheville,The Hop West,48,28806,4.5,$,35.5776819735289,-82.592287450337,Desserts
asheville,East Village Grille,137,28805,4.0,$$,35.58709,-82.48638,Burgers
asheville,Ultimate Ice Cream Company,47,28801,4.5,$,35.6065047272578,-82.5461207097197,Desserts
asheville,Sand Hill Kitchen,42,28806,5.0,$,35.5424346,-82.6359091,Breakfast & Brunch
asheville,Avenue M,124,28804,4.0,$$,35.6257685173393,-82.5535672523158,American (New)
asheville,The Crow & Quill,79,28801,4.0,$$,35.598446064587,-82.5539183872054,Cocktail Bars
asheville,Farm to Fender Food Truck,55,28803,4.5,$,35.5014079260307,-82.5174084133844,Food Trucks
asheville,Odd's Cafe,58,28806,4.5,$,35.57865,-82.5954,Coffee & Tea
asheville,Duck Donuts,46,28801,4.5,$,35.6052128506686,-82.5536292046309,Donuts
asheville,Baked Pie Company - Woodfin,40,28804,4.5,$,35.641951,-82.576362,American (Traditional)
asheville,Pizza Mind,88,28806,4.0,$$,35.5778600323973,-82.5751616433263,Pizza
asheville,Geraldine's Bakery,49,28804,4.5,$,35.6273989,-82.553296,Donuts
asheville,Smoky Park Supper Club,106,28801,4.0,$$,35.59155,-82.57198,American (New)
asheville,Isis Restaurant & Music Hall,112,28806,4.0,$$,35.5782699584961,-82.5928421020508,American (New)
asheville,Calypso St Lucian Caribbean Cuisine & Rum Bar,48,28801,4.5,$$,35.5955864,-82.5526955,Caribbean
asheville,Little Bee Thai,77,28801,4.0,$$,35.59216,-82.55938,Thai
asheville,Rejavanation Cafe,85,28715,4.5,$,35.5467172712088,-82.6555678993464,Coffee & Tea
asheville,Ay Caramba Mexican Bar & Grill,68,28803,4.5,$,35.5704176,-82.5028631,Mexican
asheville,Roman's,53,28801,4.5,$,35.5968472,-82.5554244,Sandwiches
asheville,10th Muse Coffee,37,28803,4.5,$$,35.56537,-82.53852,Coffee & Tea
asheville,Asheville Sandwich Company,100,28806,4.0,$,35.5787574,-82.5951647,Sandwiches
asheville,Green Tea Japanese Restaurant,119,28806,4.0,$$,35.58958,-82.58257,Sushi Bars
asheville,Standard Pizza Co,97,28806,4.0,$,35.578800201416,-82.5893707275391,Pizza
asheville,SkyBar Asheville,150,28801,3.5,$$,35.595027923584,-82.5550842285156,Bars
asheville,The Bywater,66,28801,4.0,$,35.6109,-82.57662,Music Venues
asheville,Hana Japanese Hibachi & Sushi Bar,137,28801,3.5,$$,35.59443,-82.55168,Japanese
asheville,Tastee Diner,80,28806,4.0,$,35.57874,-82.58673,American (Traditional)
asheville,Village Social On Biltmore Estate,89,28803,4.0,$$,35.5550113,-82.5822251,American (New)
asheville,Stonebowl Korean Restaurant,97,28803,4.0,$$,35.487838,-82.525306,Korean
asheville,Nachos and Beer,73,28803,4.5,$,35.55093,-82.47093,Mexican
asheville,Modesto,167,28801,3.5,$$,35.5955543518066,-82.556640625,Italian
asheville,The Grey Eagle,64,28801,4.0,$$,35.587085723877,-82.5644149780273,Music Venues
asheville,Burgerworx,78,28801,4.0,$,35.595554,-82.556638,Burgers
asheville,Addissae,85,28801,4.0,$$,35.594,-82.55521,Ethiopian
asheville,Elements Real Food,50,28801,4.5,$$,35.6029177616449,-82.5515524019366,Vegan
asheville,Ruth's Chris Steakhouse,90,28803,4.0,$$$$,35.5649171825554,-82.5433731079102,Steakhouses
asheville,Green Sage Cafe - South Asheville,127,28803,4.0,$$,35.505975,-82.5242619,Coffee & Tea
asheville,The Bavarian Restaurant & Biergarten,103,28804,4.0,$$,35.6607855856419,-82.5814926624298,German
asheville,Loretta's Cafe,58,28801,4.0,$,35.59868,-82.5539,Soup
asheville,Standard Pizza Co,68,28803,4.0,$$,35.5706599,-82.54531,Pizza
asheville,Apollo Flame Bistro - Brevard Rd,127,28806,4.0,$$,35.52513,-82.6074,Greek
asheville,Battle Cat,80,28806,4.0,$,35.5780601501465,-82.5786285400391,Coffee & Tea
asheville,The Montford Rooftop Bar,95,28801,4.0,$$,35.5959548950195,-82.5600814819336,American (New)
asheville,El Kimchi,49,,4.5,$,35.59844,-82.55312,Korean
asheville,Del Vecchios,91,28801,4.0,$$,35.6104927062988,-82.5544357299805,Italian
asheville,Chupacabra Latin Cafe,71,28804,4.0,$$,35.641405,-82.576617,Latin American
asheville,Farm Burger South Asheville,89,28803,4.0,$$,35.50342,-82.52482,Burgers
asheville,Fatz Southern Kitchen,93,28806,4.0,$$,35.56253,-82.63314,American (Traditional)
asheville,West End Bakery and Cafe,118,28806,3.5,$,35.5783005,-82.5937195,Bakeries
asheville,Heiwa Shokudo,109,28801,3.5,$$,35.59767,-82.5538399,Japanese
asheville,Champa,75,28801,4.0,$$,35.59451,-82.5517,Asian Fusion
asheville,UpCountry Brewing,67,28806,4.0,$$,35.5815010070801,-82.6042022705078,Bars
asheville,Ultimate Ice Cream,46,28805,4.5,$,35.588409,-82.491539,Ice Cream & Frozen Yogurt
asheville,Summit Coffee,33,28801,4.5,$$,35.577465,-82.5663052,Coffee & Tea
asheville,Foothills Butcher Bar: West,39,28806,4.5,$$,35.57759,-82.5913,Butcher
asheville,Bonefish Grill,61,28805,4.0,$$,35.57572,-82.5198,Seafood
asheville,The Bier Garden,238,28801,3.0,$$,35.595989,-82.555105,Sports Bars
asheville,Kilwins Chocolate Fudge and Ice Cream,62,28801,4.0,$,35.59491,-82.55537,Ice Cream & Frozen Yogurt
asheville,Melt Your Heart,32,28801,4.5,$,35.5962,-82.55472,Sandwiches
asheville,The Scarlet Bee,33,28804,4.5,$$,35.6275,-82.55257,Lebanese
asheville,Cornerstone,117,28805,3.5,$$,35.5932,-82.53084,American (Traditional)
asheville,Haywood Common,45,28806,4.5,$$,35.57859,-82.58408,Salad
asheville,Little Pigs BBQ,94,28803,4.0,$,35.57421,-82.55023,Barbeque
asheville,Pad Thai - Asheville,64,28806,4.0,$$,35.526655,-82.6088127,Thai
asheville,Bone and Broth,72,28801,4.0,$$,35.6027331,-82.546959,Gastropubs
asheville,Cecilia's Kitchen,37,28804,4.5,$,35.6317112350377,-82.5539903729452,Coffee & Tea
asheville,Asheville Guitar Bar,22,28801,5.0,$$,35.588088,-82.569015,Bars
asheville,The Local Barber & Tap,25,28801,4.5,$$,35.5960311889648,-82.554573059082,Barbers
asheville,Texas Roadhouse,90,28803,4.0,$$,35.561043,-82.539832,Steakhouses
asheville,Piazza,63,28803,4.0,$$,35.55199,-82.47262,Pizza
asheville,Ambrozia Bar & Bistro,67,28804,4.0,$$,35.632294,-82.555145,American (New)
asheville,City Bakery,60,28801,4.0,$,35.6026415,-82.5468697,Bakeries
asheville,Pomodoros Greek & Italian Cafe,98,28805,3.5,$$,35.5876389,-82.4915237,Italian
asheville,Zoes Kitchen,62,28803,4.0,$,35.56931,-82.54379,Mediterranean
asheville,Black Bear BBQ,37,28803,4.5,$,35.572112,-82.50443,Barbeque
asheville,The Bistro,60,28803,4.0,$$$,35.5546509930893,-82.5813048996787,American (New)
asheville,Ala Mode Macaron,16,28804,5.0,$$,35.6206189902356,-82.5549448441144,Macarons
asheville,Ichiban,96,28803,3.5,$$,35.568403,-82.542777,Japanese
asheville,The Imperial Life,58,28801,4.0,$$,35.5953398276149,-82.5533193626037,Cocktail Bars
asheville,Old School Subs & Salads,37,28803,4.5,$,35.564018,-82.534141,Sandwiches
asheville,Black Bear Pizza,41,28803,4.5,$,35.4992,-82.51813,Pizza
asheville,PennyCup Coffee,24,28801,4.5,$$,35.59382,-82.55008,Coffee & Tea
asheville,Zen Sushi,82,28804,4.0,$$,35.62074,-82.55491,Japanese
asheville,El Que Pasa,74,28806,4.0,$,35.5879354468399,-82.5879938623165,Mexican
asheville,Polanco Restaurant,91,28801,3.5,$$,35.59629,-82.55077,Mexican
asheville,Social Lounge,74,28801,3.5,$$,35.5963094,-82.5522617,Cocktail Bars
asheville,The Barrelhouse,42,28804,4.5,$$,35.63736,-82.57393,Pubs
asheville,828 Family Pizzeria,53,28803,4.0,$$,35.50198,-82.52271,Italian
asheville,The Whale :: A Craft Beer Collective,28,28806,4.5,$$,35.57859,-82.58408,Beer Bar
asheville,India Garden,82,28805,3.5,$$,35.5806999206543,-82.5216445922852,Indian
asheville,Cinnamon Kitchen,111,28803,3.5,$$,35.50349,-82.52367,Indian
asheville,The Conundrum,28,28801,4.5,$$,35.596466,-82.556877,Escape Games
asheville,Eats & Treats Cafe,27,28804,4.5,$,35.6514434814453,-82.5810775756836,Ice Cream & Frozen Yogurt
asheville,Flora,37,28806,4.0,$$,35.57768,-82.581047,Florists
asheville,Sierra Nevada Taproom,852,28732,4.5,$$,35.4308012852623,-82.5494320641165,Breweries
asheville,Sunset Terrace,139,28804,3.0,$$$,35.6201752,-82.5428669,Seafood
asheville,Asheville Sushi & Hibachi,45,28803,4.0,$$,35.5125,-82.525791,Sushi Bars
asheville,Luella's Bar-B-Que,96,28803,3.5,$$,35.4845882762814,-82.5565186142921,Barbeque
asheville,The Social,74,28805,4.0,$$,35.5878,-82.490719,American (New)
asheville,Belly Up Truck,21,28806,4.5,$,35.580714,-82.607788,Food Trucks
asheville,River Arts District,22,28801,4.5,$$$,35.5847,-82.56502,Local Flavor
asheville,PennyCup Coffee,25,28801,4.5,$,35.58104,-82.5640899,Cafes
asheville,a La CupCakes!,30,28806,4.5,$,35.5267187,-82.6094775,Bakeries
asheville,Blue Ridge Artisanal Buffet,81,28804,3.5,$$$,35.62148,-82.54208,Breakfast & Brunch
asheville,The Brew Pump,29,28806,4.5,$,35.5779427555091,-82.5940429642668,Bars
asheville,Pomodoros Greek & Italian Cafe - South Asheville,78,28803,4.0,$$,35.4829729127235,-82.5370138442729,Italian
asheville,Pon's Thai Cuisine,57,28803,4.0,$,35.4981809,-82.5174789,Thai
asheville,China Taste,48,28806,4.0,$,35.571385,-82.582548,Chinese
asheville,Mediterranean Restaurant,31,28801,4.0,$,35.5951927,-82.5530482,Mediterranean
asheville,Fractals Coffee Shop and Cafe,27,28806,4.5,$,35.5787408119617,-82.5856862962246,Coffee & Tea
asheville,Westville Pub,96,28806,3.5,$$,35.5786896,-82.5942764,Pubs
asheville,MOD Pizza,42,28004,4.0,$,35.62786,-82.55238,Fast Food
asheville,The Rhu,50,28801,3.5,$,35.5946267,-82.5524131,Cafes
asheville,Baan Thai Cuisine,78,28803,4.0,$$,35.491195,-82.52227,Thai
asheville,True Confections,50,28801,3.5,$,35.5955543518066,-82.556640625,Bakeries
asheville,Malvern Bakery and Coffee Shop,17,28806,5.0,$,35.57441,-82.61457,Custom Cakes
asheville,Asheville Club,16,28801,5.0,$$,35.5951800055931,-82.5544415652035,Beer Bar
asheville,Crucible Bar,15,28801,4.5,$$,35.5860404968262,-82.5659255981445,Cocktail Bars
asheville,Omni Grove Park Inn,64,28804,3.5,$$$$,35.6206214,-82.5423982,Wine Bars
asheville,World Coffee Cafe,90,28801,3.0,$,35.595063535678,-82.5552221781186,Coffee & Tea
asheville,Mack Kell's Pub & Grill,32,28805,4.0,$,35.58955,-82.5294,Pubs
asheville,Desoto Lounge,39,28806,4.0,$,35.578156,-82.5840769,Pubs
asheville,Salvage Station,40,28801,4.0,$$,35.5967071,-82.5727079,Bars
asheville,Folk Art Center,39,28805,4.0,$$$,35.5927290337097,-82.4817722624167,Museums
asheville,Great Harvest Bread,20,28803,4.5,$,35.5034977129381,-82.5236900523305,Bakeries
asheville,Wynn's Diner,41,28806,4.0,$,35.6133174,-82.632914,Diners
asheville,Double Crown,29,28806,4.0,$,35.5780699,-82.57881,Dive Bars
asheville,The Soda Fountain,29,28801,4.0,$,35.595463,-82.55426,American (Traditional)
asheville,Rise Above Deli,25,28803,4.0,$$,35.5650764,-82.5368522,Delis
asheville,Thai Kitchen,60,28804,3.5,$$,35.6171226501465,-82.5539245605469,Thai
asheville,Siam Thai Restaurant,45,28804,4.0,$$,35.65901,-82.58092,Thai
asheville,The Hungry Bear Cafe,33,28806,4.0,$,35.5636787,-82.6294327,American (Traditional)
asheville,Edison,110,28804,3.0,$$$,35.620658,-82.542276,Gastropubs
asheville,Asheville Retrocade,40,28806,4.0,$,35.5788599772521,-82.5951368718967,Arcades
asheville,Hemingway's Cuba Restaurant & Bar,69,28801,3.5,$$,35.5955,-82.55593,Cuban
asheville,HomeGrown,20,28801,4.5,$$,35.567315,-82.57412,American (Traditional)
asheville,Wild Wing Cafe,85,28801,3.5,$$,35.589477,-82.551795,American (New)
