alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
hillsborough-mart-raleigh,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vapeshops', 'title': 'Vape Shops'}]","{'latitude': 35.7831199, 'longitude': -78.65621}",(919) 720-4093,4479.422476018569,_z01LWHfcCYeW4wRD05duQ,https://s3-media1.fl.yelpcdn.com/bphoto/idtuzJUsAajdBUT17KiLfg/o.jpg,False,"{'address1': '1301 Hillsborough St', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['1301 Hillsborough St', 'Raleigh, NC 27605']}",Hillsborough Mart,+19197204093,$,5.0,5,[],https://www.yelp.com/biz/hillsborough-mart-raleigh?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-raleigh-16,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.8674420304875, 'longitude': -78.6212613328826}",(919) 878-0085,5607.164433977107,xCKRyfxgWD6NuFuvaeNcRA,https://s3-media2.fl.yelpcdn.com/bphoto/uIpHQH5s5XJ4DmxqvcL84A/o.jpg,False,"{'address1': '6213 Falls Of Neuse Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27609', 'country': 'US', 'state': 'NC', 'display_address': ['6213 Falls Of Neuse Rd', 'Raleigh, NC 27609']}",McDonald's,+19198780085,$,3.0,25,[],https://www.yelp.com/biz/mcdonalds-raleigh-16?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-raleigh-10,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.7843704223633, 'longitude': -78.6889419555664}",(919) 858-6501,5500.050203811813,m8zIvVtYGlkJWNz6JJoN7A,https://s3-media4.fl.yelpcdn.com/bphoto/FhhUqOeSsYZuYn9yoREdiA/o.jpg,False,"{'address1': '3817 Western Blvd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27606', 'country': 'US', 'state': 'NC', 'display_address': ['3817 Western Blvd', 'Raleigh, NC 27606']}",Dunkin' Donuts,+19198586501,$,2.5,44,[],https://www.yelp.com/biz/dunkin-donuts-raleigh-10?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-raleigh-6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 35.7237350457159, 'longitude': -78.5470039792317}",(919) 773-4124,14510.978455902152,kmRM_sVqFS7CVSqD0ZjnOw,https://s3-media1.fl.yelpcdn.com/bphoto/zGloDwTWOqCP2tzDZKalZw/o.jpg,False,"{'address1': '6320 Battle Bridge Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['6320 Battle Bridge Rd', 'Raleigh, NC 27610']}",McDonald's,+19197734124,$,4.5,6,[],https://www.yelp.com/biz/mcdonalds-raleigh-6?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-raleigh-12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.900973, 'longitude': -78.654416}",(919) 845-4566,8652.474717204641,WQaLsXE80ZT52Do2jshDtw,https://s3-media4.fl.yelpcdn.com/bphoto/qpLD9nQa4oPvNjSR8SFyKQ/o.jpg,False,"{'address1': '9441 Strickland Road', 'address2': 'Unit R06', 'address3': '', 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['9441 Strickland Road', 'Unit R06', 'Raleigh, NC 27615']}",Starbucks,+19198454566,$$,3.0,23,[],https://www.yelp.com/biz/starbucks-raleigh-12?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-raleigh-17,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.836028, 'longitude': -78.675723}",(919) 510-5255,2636.5529583250063,ZVlPpF4qPDjG7Y-NsGIX9A,https://s3-media1.fl.yelpcdn.com/bphoto/88N-x5Hc8XDSIsT14uLuiA/o.jpg,False,"{'address1': '4121 Blue Ridge Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27612', 'country': 'US', 'state': 'NC', 'display_address': ['4121 Blue Ridge Rd', 'Raleigh, NC 27612']}",McDonald's,+19195105255,$,2.5,26,[],https://www.yelp.com/biz/mcdonalds-raleigh-17?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-raleigh-38,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.855675, 'longitude': -78.580519}",(919) 713-2135,7317.130417467492,8lH89_Mf9keNDfC_1GaySw,https://s3-media3.fl.yelpcdn.com/bphoto/KCHdcf9ok5U4DN_P1aIuuw/o.jpg,False,"{'address1': '5100 Capital Blvd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27616', 'country': 'US', 'state': 'NC', 'display_address': ['5100 Capital Blvd', 'Raleigh, NC 27616']}",Starbucks,+19197132135,$$,2.5,31,[],https://www.yelp.com/biz/starbucks-raleigh-38?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-raleigh-45,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.79073476, 'longitude': -78.66193287}",(919) 856-9444,3739.8149982439054,3qT48T6cz8FEeNX18_dJ0w,https://s3-media3.fl.yelpcdn.com/bphoto/tdBHnWIy-co0J3CMUvxNbw/o.jpg,False,"{'address1': '2105 Cameron St', 'address2': 'B0210', 'address3': None, 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['2105 Cameron St', 'B0210', 'Raleigh, NC 27605']}",Starbucks,+19198569444,$$,3.0,12,[],https://www.yelp.com/biz/starbucks-raleigh-45?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-raleigh-7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.7991136276413, 'longitude': -78.5772442817689}",(919) 231-6205,7180.330064171777,rQjX2a9d8BMUqZXzU3s51Q,https://s3-media4.fl.yelpcdn.com/bphoto/-X2bJo6Kfam0O-c30KfC-Q/o.jpg,False,"{'address1': '1700 Trawick Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['1700 Trawick Rd', 'Raleigh, NC 27604']}",McDonald's,+19192316205,$,3.5,10,[],https://www.yelp.com/biz/mcdonalds-raleigh-7?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
pattis-cafe-raleigh,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]","{'latitude': 35.89582, 'longitude': -78.659103}",(919) 803-8703,8100.5209507583795,EbO4WUGzKaR92iPIB3VNNQ,https://s3-media1.fl.yelpcdn.com/bphoto/gF2LsI85WYzLYtyC1f229Q/o.jpg,False,"{'address1': '8300 Health Park', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['8300 Health Park', 'Raleigh, NC 27615']}",Patti's Cafe,+19198038703,$,4.0,7,[],https://www.yelp.com/biz/pattis-cafe-raleigh?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
cup-o-jane-raleigh-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.7940979003906, 'longitude': -78.642204284668}",,3335.0003683714226,1QZzIziZpzVX_aIkKW9uLQ,https://s3-media2.fl.yelpcdn.com/bphoto/KHsaFsoWXN3uSFoJS55fyg/o.jpg,False,"{'address1': '905 Capital Blvd', 'address2': '', 'address3': None, 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['905 Capital Blvd', 'Raleigh, NC 27603']}",Cup O Jane,,$,4.0,6,[],https://www.yelp.com/biz/cup-o-jane-raleigh-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-raleigh-40,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.7883316126103, 'longitude': -78.6491020023822}",(919) 833-9875,3882.033047376523,rltY6RaVYfNLHX9qAOY94Q,https://s3-media3.fl.yelpcdn.com/bphoto/cuK8yKEKDqTJCtnu9GML1g/o.jpg,False,"{'address1': '703 W Peace St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['703 W Peace St', 'Raleigh, NC 27605']}",McDonald's,+19198339875,$,3.0,15,[],https://www.yelp.com/biz/mcdonalds-raleigh-40?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-raleigh-4,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.853309, 'longitude': -78.643157}",(919) 571-1303,3409.724721363794,wpisyGbscrHv7TBh0cuyMw,https://s3-media4.fl.yelpcdn.com/bphoto/cEKT6NE0Tz62ox38SnMtYQ/o.jpg,False,"{'address1': '5265 Six Forks Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27609', 'country': 'US', 'state': 'NC', 'display_address': ['5265 Six Forks Rd', 'Raleigh, NC 27609']}",Dunkin' Donuts,+19195711303,$,2.5,30,[],https://www.yelp.com/biz/dunkin-donuts-raleigh-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
kale-me-crazy-raleigh-2,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'wraps', 'title': 'Wraps'}]","{'latitude': 35.7910333, 'longitude': -78.6609388}",(919) 239-4660,3633.5083940797085,numS2ZaH3wdtOuyvyYAKZw,https://s3-media2.fl.yelpcdn.com/bphoto/X_pCCk-pkBg6H388Oeao1Q/o.jpg,False,"{'address1': '2018 Cameron St', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['2018 Cameron St', 'Raleigh, NC 27605']}",Kale Me Crazy,+19192394660,,4.5,3,[],https://www.yelp.com/biz/kale-me-crazy-raleigh-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-raleigh-41,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.773846, 'longitude': -78.639637}",(919) 334-9894,5585.380186018518,LoSqj22OhqeddYS--YGvbg,https://s3-media2.fl.yelpcdn.com/bphoto/ssRf84cm1Kxwh86pWmDRig/o.jpg,False,"{'address1': '500 Fayetteville St. Mall', 'address2': '', 'address3': 'Marriott Downtown Raleigh', 'city': 'Raleigh', 'zip_code': '27601', 'country': 'US', 'state': 'NC', 'display_address': ['500 Fayetteville St. Mall', 'Marriott Downtown Raleigh', 'Raleigh, NC 27601']}",Starbucks,+19193349894,$$,2.0,37,[],https://www.yelp.com/biz/starbucks-raleigh-41?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-raleigh-11,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.8168488, 'longitude': -78.601799}",(919) 834-0054,4502.439952199041,ZNEtvdjMq3t-jIaFQsRnTg,https://s3-media1.fl.yelpcdn.com/bphoto/gggMUFuCT34XlS9zdNGIXQ/o.jpg,False,"{'address1': '2727 Capital Blvd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['2727 Capital Blvd', 'Raleigh, NC 27604']}",Dunkin' Donuts,+19198340054,$,2.5,18,[],https://www.yelp.com/biz/dunkin-donuts-raleigh-11?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
pinnacle-nutrition-raleigh,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.7439383895825, 'longitude': -78.7366397151552}",(984) 269-5529,11712.955685035155,rjnhNY5aMklqc3XLt4W4WA,https://s3-media2.fl.yelpcdn.com/bphoto/RC3cOsaMS_682UiLjuGh6A/o.jpg,False,"{'address1': '2891 Jones Franklin Rd', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27606', 'country': 'US', 'state': 'NC', 'display_address': ['2891 Jones Franklin Rd', 'Raleigh, NC 27606']}",Pinnacle Nutrition,+19842695529,$$,3.5,6,[],https://www.yelp.com/biz/pinnacle-nutrition-raleigh?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
sheetz-raleigh,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 35.7931, 'longitude': -78.5483395582628}",(919) 212-2506,9854.671557957088,eRj9lFIjKxDuDUtZ58ipwg,https://s3-media2.fl.yelpcdn.com/bphoto/1SME11Z2EWXujd1kGQHIgA/o.jpg,False,"{'address1': '5200 New Bern Ave', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['5200 New Bern Ave', 'Raleigh, NC 27610']}",Sheetz,+19192122506,$,3.0,10,[],https://www.yelp.com/biz/sheetz-raleigh?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
crema-raleigh-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 35.7744, 'longitude': -78.63936}",(919) 834-7279,5547.07169889826,TS4CyAv92k6lJD4R4FjWhQ,https://s3-media4.fl.yelpcdn.com/bphoto/ZMfbeIFydoFDwyEFG-XLrg/o.jpg,False,"{'address1': '421 Fayetteville St', 'address2': '', 'address3': None, 'city': 'Raleigh', 'zip_code': '27601', 'country': 'US', 'state': 'NC', 'display_address': ['421 Fayetteville St', 'Raleigh, NC 27601']}",Crema,+19198347279,,4.5,4,[],https://www.yelp.com/biz/crema-raleigh-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-raleigh-39,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.841202, 'longitude': -78.680157}",(919) 788-0656,3294.7543526838604,QKqc6d6t0V5hb6A7xH_IJQ,https://s3-media2.fl.yelpcdn.com/bphoto/A72PLd4fCN5cwzWRfWh34g/o.jpg,False,"{'address1': '4325 Glenwood Avenue', 'address2': '2119', 'address3': '', 'city': 'Raleigh', 'zip_code': '27612', 'country': 'US', 'state': 'NC', 'display_address': ['4325 Glenwood Avenue', '2119', 'Raleigh, NC 27612']}",Starbucks,+19197880656,$,2.5,16,[],https://www.yelp.com/biz/starbucks-raleigh-39?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-raleigh-15,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9072047, 'longitude': -78.7262561}",(919) 890-0089,11545.468449678427,xfiyzseBKAPEoZ79zAZb4g,https://s3-media4.fl.yelpcdn.com/bphoto/zb12ao4MID3-vii-dEjcOw/o.jpg,False,"{'address1': '13240 Strickland Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27613', 'country': 'US', 'state': 'NC', 'display_address': ['13240 Strickland Rd', 'Raleigh, NC 27613']}",Dunkin' Donuts,+19198900089,$,2.5,23,[],https://www.yelp.com/biz/dunkin-donuts-raleigh-15?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
