alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
vendarie-asheville-2,"[{'alias': 'antiques', 'title': 'Antiques'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5670739, 'longitude': -82.5356849}",(828) 407-1002,2604.77427,k1civl2SW6X6PckQ17vb0A,https://s3-media2.fl.yelpcdn.com/bphoto/SiA6uTYKoxeBUo0fevF2tA/o.jpg,FALSE,"{'address1': '200 District Dr', 'address2': 'Shop  002', 'address3': '', 'city': 'Asheville', 'zip_code': '28803', 'country': 'US', 'state': 'NC', 'display_address': ['200 District Dr', 'Shop  002', 'Asheville, NC 28803']}",Vendarie,18284071002,,5,2,[],https://www.yelp.com/biz/vendarie-asheville-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
bake-shop-asheville,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 35.5413715369177, 'longitude': -82.5527846212203}",,4640.173878,_-qj-TpD1ATd484cdCYZJw,https://s3-media1.fl.yelpcdn.com/bphoto/NRvYI759iEGVCB844rG0jA/o.jpg,FALSE,"{'address1': '1 Approach Rd', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28803', 'country': 'US', 'state': 'NC', 'display_address': ['1 Approach Rd', 'Asheville, NC 28803']}",Bake Shop,,$$,3,7,[],https://www.yelp.com/biz/bake-shop-asheville?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
green-sage-cafe-asheville-10,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 35.62083, 'longitude': -82.5543}",(828) 417-7859,4192.043888,iiFOiZ7D6OGUED0D6dYl8w,https://s3-media2.fl.yelpcdn.com/bphoto/QIup0aQqGLvFFz-eJQQ2AA/o.jpg,FALSE,"{'address1': '633 Merrimon Ave', 'address2': 'Ste A', 'address3': '', 'city': 'Asheville', 'zip_code': '28804', 'country': 'US', 'state': 'NC', 'display_address': ['633 Merrimon Ave', 'Ste A', 'Asheville, NC 28804']}",Green Sage Cafe,18284177859,,4,4,[],https://www.yelp.com/biz/green-sage-cafe-asheville-10?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-9,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.557829, 'longitude': -82.640384}",(828) 667-4698,8123.358066,fEnHUMItIBSIVXPl3sQFPw,https://s3-media4.fl.yelpcdn.com/bphoto/tJ0fsC5BUilRG4ZSsHOSPw/o.jpg,FALSE,"{'address1': '401 Smokey Park Hwy', 'address2': None, 'address3': None, 'city': 'Asheville', 'zip_code': '28806', 'country': 'US', 'state': 'NC', 'display_address': ['401 Smokey Park Hwy', 'Asheville, NC 28806']}",McDonald's,18286674698,$,2,23,[],https://www.yelp.com/biz/mcdonalds-asheville-9?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-asheville-3,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.48969, 'longitude': -82.52416}",(828) 684-6048,10770.58508,R39tQc9Aq8aYjmLg0uW6Xg,https://s3-media1.fl.yelpcdn.com/bphoto/oKD30egsYtf3AnGwsYjReQ/o.jpg,FALSE,"{'address1': '1975 Hendersonville Rd', 'address2': None, 'address3': None, 'city': 'Asheville', 'zip_code': '28803', 'country': 'US', 'state': 'NC', 'display_address': ['1975 Hendersonville Rd', 'Asheville, NC 28803']}",Dunkin Donuts,18286846048,$,2.5,15,[],https://www.yelp.com/biz/dunkin-donuts-asheville-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-asheville-6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.529776, 'longitude': -82.60284}",(828) 458-8181,7276.124508,9Vr0lpHq9_JUW0sCjWySig,https://s3-media2.fl.yelpcdn.com/bphoto/ePIMEEIHkCT10ZRPlO_ocw/o.jpg,FALSE,"{'address1': '800 Brevard Road', 'address2': 'N109', 'address3': '', 'city': 'Asheville', 'zip_code': '28806', 'country': 'US', 'state': 'NC', 'display_address': ['800 Brevard Road', 'N109', 'Asheville, NC 28806']}",Starbucks,18284588181,$,3,6,[],https://www.yelp.com/biz/starbucks-asheville-6?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-2,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.529922518612, 'longitude': -82.6053247600794}",(828) 665-4860,7396.053361,Y13d9EQemwkxgRnmo0KakA,https://s3-media2.fl.yelpcdn.com/bphoto/1FRX4ZtMjjC4PYQqItmOcg/o.jpg,FALSE,"{'address1': '850 Brevard Rd', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28806', 'country': 'US', 'state': 'NC', 'display_address': ['850 Brevard Rd', 'Asheville, NC 28806']}",McDonald's,18286654860,$,1.5,15,[],https://www.yelp.com/biz/mcdonalds-asheville-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-14,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5695447248486, 'longitude': -82.5061238510625}",(828) 298-8616,4759.498309,gno-Jl8Ijlc-nUbik5PA_A,https://s3-media4.fl.yelpcdn.com/bphoto/1cnVT-rVknBnyvkMMVvgSw/o.jpg,FALSE,"{'address1': '800 Fairview Rd', 'address2': '', 'address3': None, 'city': 'Asheville', 'zip_code': '28803', 'country': 'US', 'state': 'NC', 'display_address': ['800 Fairview Rd', 'Asheville, NC 28803']}",McDonald's,18282988616,$,2,10,[],https://www.yelp.com/biz/mcdonalds-asheville-14?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
the-coffee-garage-fletcher,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 35.43452, 'longitude': -82.50219}",(828) 376-0198,17205.53128,v1Ar_E1UWXobQ4ZBb_cZHw,https://s3-media2.fl.yelpcdn.com/bphoto/ovhTv-WCB8eZkZu1jUvhFA/o.jpg,FALSE,"{'address1': '3461 Hendersonville Rd', 'address2': None, 'address3': '', 'city': 'Fletcher', 'zip_code': '28732', 'country': 'US', 'state': 'NC', 'display_address': ['3461 Hendersonville Rd', 'Fletcher, NC 28732']}",The Coffee Garage,18283760198,$,5,8,[],https://www.yelp.com/biz/the-coffee-garage-fletcher?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
moments-coffee-bar-and-catering-swannanoa,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 35.601305, 'longitude': -82.38498}",(828) 686-5679,15603.84228,vOqF2BT92Hyg-jRrv02cSw,https://s3-media1.fl.yelpcdn.com/bphoto/Ja10cEo7yvAKZ4Vf4bDy7A/o.jpg,FALSE,"{'address1': '2304 US 70 Hwy', 'address2': '', 'address3': '', 'city': 'Swannanoa', 'zip_code': '28778', 'country': 'US', 'state': 'NC', 'display_address': ['2304 US 70 Hwy', 'Swannanoa, NC 28778']}",Moments Coffee Bar and Catering,18286865679,$,5,8,[],https://www.yelp.com/biz/moments-coffee-bar-and-catering-swannanoa?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-10,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5870347249106, 'longitude': -82.4887941777706}",(828) 298-4047,6100.655975,Aq6MXlAkaoOCcEsPbA7-zg,https://s3-media3.fl.yelpcdn.com/bphoto/XFfoNmctDKoOS2DJGlC_Sg/o.jpg,FALSE,"{'address1': '1103 Tunnel Rd', 'address2': None, 'address3': None, 'city': 'Asheville', 'zip_code': '28805', 'country': 'US', 'state': 'NC', 'display_address': ['1103 Tunnel Rd', 'Asheville, NC 28805']}",McDonald's,18282984047,,2,7,[],https://www.yelp.com/biz/mcdonalds-asheville-10?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-6,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.59544, 'longitude': -82.5333}",(828) 254-6715,2473.186852,kDkr19HY9cx0IyppiIOw2Q,https://s3-media1.fl.yelpcdn.com/bphoto/xeNhzg6hlhO6_mD569lyiw/o.jpg,FALSE,"{'address1': '51 Tunnel Rd', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28805', 'country': 'US', 'state': 'NC', 'display_address': ['51 Tunnel Rd', 'Asheville, NC 28805']}",McDonald's,18282546715,$,2,6,[],https://www.yelp.com/biz/mcdonalds-asheville-6?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-4,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.58659, 'longitude': -82.58814}",(828) 252-5006,2931.339938,hnoUSiFvszh2BXUMRKKFkw,https://s3-media4.fl.yelpcdn.com/bphoto/gdeRXvfZAZdJFON-gKYg9A/o.jpg,FALSE,"{'address1': '950 Patton Ave', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28806', 'country': 'US', 'state': 'NC', 'display_address': ['950 Patton Ave', 'Asheville, NC 28806']}",McDonald's,18282525006,,1.5,9,[],https://www.yelp.com/biz/mcdonalds-asheville-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-asheville-4,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5695686, 'longitude': -82.5450974}",(828) 251-4542,1789.400265,lH5DrheqLk35__Hz14c0Hg,https://s3-media2.fl.yelpcdn.com/bphoto/JziA5AiQAIKzXbM1r73kEg/o.jpg,FALSE,"{'address1': '779 Biltmore Ave', 'address2': None, 'address3': None, 'city': 'Asheville', 'zip_code': '28803', 'country': 'US', 'state': 'NC', 'display_address': ['779 Biltmore Ave', 'Asheville, NC 28803']}",Dunkin Donuts,18282514542,$$,2,4,[],https://www.yelp.com/biz/dunkin-donuts-asheville-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.6244, 'longitude': -82.55396}",(828) 252-8075,4602.941835,R8WBucE2tD34iZ9n50uSZQ,https://s3-media3.fl.yelpcdn.com/bphoto/2nJIlLNoORo2Ovr064z7mw/o.jpg,FALSE,"{'address1': '755 Merrimon Ave', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28804', 'country': 'US', 'state': 'NC', 'display_address': ['755 Merrimon Ave', 'Asheville, NC 28804']}",McDonald's,18282528075,$,2.5,3,[],https://www.yelp.com/biz/mcdonalds-asheville-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
argo-tea-asheville,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]","{'latitude': 35.6168670233185, 'longitude': -82.5655945173385}",,3861.219083,#NAME?,https://s3-media2.fl.yelpcdn.com/bphoto/AeYtzSIsZmtmsIsfyZgMFw/o.jpg,FALSE,"{'address1': '500 Library Ln', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28804', 'country': 'US', 'state': 'NC', 'display_address': ['500 Library Ln', 'Asheville, NC 28804']}",Argo Tea,,$$,2.5,2,[],https://www.yelp.com/biz/argo-tea-asheville?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-16,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 35.5086949795656, 'longitude': -82.5265281685506}",(828) 277-7827,8685.707486,uk3oQCBiw8w8vTZ7XUj0IA,https://s3-media2.fl.yelpcdn.com/bphoto/_fAZ76jzekrmvnYA2uCMvQ/o.jpg,FALSE,"{'address1': '1721 Hendersonville Rd', 'address2': None, 'address3': None, 'city': 'Asheville', 'zip_code': '28803', 'country': 'US', 'state': 'NC', 'display_address': ['1721 Hendersonville Rd', 'Asheville, NC 28803']}",McDonald's,18282777827,,2,3,[],https://www.yelp.com/biz/mcdonalds-asheville-16?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
pennycup-coffee-asheville-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.62769, 'longitude': -82.55263}",,4974.680488,9LOBobiaN485CaVDDvShoQ,,FALSE,"{'address1': '857 Merrimon Ave', 'address2': '', 'address3': None, 'city': 'Asheville', 'zip_code': '28804', 'country': 'US', 'state': 'NC', 'display_address': ['857 Merrimon Ave', 'Asheville, NC 28804']}",PennyCup Coffee,,,5,2,[],https://www.yelp.com/biz/pennycup-coffee-asheville-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-arden-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.4460015, 'longitude': -82.53215516}",(828) 684-2741,15388.33218,bzuBkvt5yvOm4Xf1dgLLXg,https://s3-media4.fl.yelpcdn.com/bphoto/KEe785KPGszgalszp_Iwdw/o.jpg,FALSE,"{'address1': '421 Airport Road', 'address2': '', 'address3': None, 'city': 'Arden', 'zip_code': '28704', 'country': 'US', 'state': 'NC', 'display_address': ['421 Airport Road', 'Arden, NC 28704']}",Starbucks,18286842741,,4.5,5,[],https://www.yelp.com/biz/starbucks-arden-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-asheville-14,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.585771, 'longitude': -82.488352}",(828) 298-1425,6131.958428,EVlaGnxTsO04VQY3qHHsAg,https://s3-media2.fl.yelpcdn.com/bphoto/A-UVKcSsFaMaad1PEKsbDw/o.jpg,FALSE,"{'address1': '1141 Tunnel Rd', 'address2': None, 'address3': 'Ingles-Asheville #4', 'city': 'Asheville', 'zip_code': '28805', 'country': 'US', 'state': 'NC', 'display_address': ['1141 Tunnel Rd', 'Ingles-Asheville #4', 'Asheville, NC 28805']}",Starbucks,18282981425,,2,2,[],https://www.yelp.com/biz/starbucks-asheville-14?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville-15,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 35.5769040647639, 'longitude': -82.5157055}",(828) 298-9809,3713.62903,2YKbUzmlrz2oxq773B880Q,https://s3-media3.fl.yelpcdn.com/bphoto/US60ZU6Jxews9OCBoYVZPg/o.jpg,FALSE,"{'address1': '125 Bleachery Blvd', 'address2': None, 'address3': None, 'city': 'Asheville', 'zip_code': '28805', 'country': 'US', 'state': 'NC', 'display_address': ['125 Bleachery Blvd', 'Asheville, NC 28805']}",McDonald's,18282989809,,1,1,[],https://www.yelp.com/biz/mcdonalds-asheville-15?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
