alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
mcdonalds-chapel-hill-3,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9407, 'longitude': -79.0191}",(919) 969-7944,3455.228012851753,ZAxlm5IAgzzQxyJetYTbyQ,https://s3-media1.fl.yelpcdn.com/bphoto/ztmQTTvF9fFw4XRzZoqVJw/o.jpg,False,"{'address1': '1748 N Fordham Blvd', 'address2': '', 'address3': '', 'city': 'Chapel Hill', 'zip_code': '27514', 'country': 'US', 'state': 'NC', 'display_address': ['1748 N Fordham Blvd', 'Chapel Hill, NC 27514']}",McDonald's,+19199697944,$,2.0,12,[],https://www.yelp.com/biz/mcdonalds-chapel-hill-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-morrisville-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.821634, 'longitude': -78.847592}",(919) 460-1170,20951.41912430566,Snvc2uxmZx-2DTVqkX7Z8w,https://s3-media4.fl.yelpcdn.com/bphoto/FVmafE2BvScsfLYdAU_jnA/o.jpg,False,"{'address1': '3608-400 Davis Drive', 'address2': '', 'address3': '', 'city': 'Morrisville', 'zip_code': '27560', 'country': 'US', 'state': 'NC', 'display_address': ['3608-400 Davis Drive', 'Morrisville, NC 27560']}",Starbucks,+19194601170,$,3.5,39,[],https://www.yelp.com/biz/starbucks-morrisville-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
la-farm-bakery-bistro-cary,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.8332353, 'longitude': -78.8819369}",(984) 228-0300,17561.025343340687,et_nCkqad4F-KjNO6L9eug,https://s3-media2.fl.yelpcdn.com/bphoto/DLWSHHouwnpjs6rbjPVwkw/o.jpg,False,"{'address1': '5055 Arco St', 'address2': None, 'address3': None, 'city': 'Cary', 'zip_code': '27519', 'country': 'US', 'state': 'NC', 'display_address': ['5055 Arco St', 'Cary, NC 27519']}",La Farm Bakery Bistro,+19842280300,$,3.5,37,[],https://www.yelp.com/biz/la-farm-bakery-bistro-cary?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
saladelia-cafe-durham-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 36.00971, 'longitude': -78.94163}",(919) 416-1400,13779.064743474539,-BA59SMK6m5mvarNUIbYsw,https://s3-media4.fl.yelpcdn.com/bphoto/jd3oHAb768MERo9z6mPLfQ/o.jpg,False,"{'address1': '2424 Erwin Rd', 'address2': '', 'address3': 'Hock Plaza', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['2424 Erwin Rd', 'Hock Plaza', 'Durham, NC 27705']}",Saladelia Cafe,+19194161400,$,4.0,18,[],https://www.yelp.com/biz/saladelia-cafe-durham-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
buzzy-bakes-mobile-cupcake-and-coffee-bar-cary,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 35.8072700500488, 'longitude': -78.8866653442383}",(919) 330-1257,18881.740465690087,NawQpEKM_Rxym7EpmNgXSw,https://s3-media4.fl.yelpcdn.com/bphoto/zz0Ix0wqOMXdTOZhfAE9tw/o.jpg,False,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Cary', 'zip_code': '27519', 'country': 'US', 'state': 'NC', 'display_address': ['Cary, NC 27519']}",Buzzy Bakes Mobile Cupcake and Coffee Bar,+19193301257,$$,5.0,8,[],https://www.yelp.com/biz/buzzy-bakes-mobile-cupcake-and-coffee-bar-cary?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
the-root-cellar-cafe-catering-pittsboro,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 35.7546833318836, 'longitude': -79.1655725195424}",(919) 704-2675,21188.598228225717,zJEPbPG_LQ1HlShRN8pTAQ,https://s3-media3.fl.yelpcdn.com/bphoto/TnWwi1mli5pa6ybbyuj39A/o.jpg,False,"{'address1': '35 Suttles Rd', 'address2': '', 'address3': None, 'city': 'Pittsboro', 'zip_code': '27312', 'country': 'US', 'state': 'NC', 'display_address': ['35 Suttles Rd', 'Pittsboro, NC 27312']}",The Root Cellar Cafe Catering,+19197042675,$,3.5,42,"['delivery', 'pickup']",https://www.yelp.com/biz/the-root-cellar-cafe-catering-pittsboro?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-durham-16,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.969797, 'longitude': -78.959547}",(919) 886-0837,9659.749798816827,DNvl9SXGfBa5zs82QZTLPw,https://s3-media3.fl.yelpcdn.com/bphoto/btLgzy4rHOuzFvaEkoix4g/o.jpg,False,"{'address1': '4010 Durham Chapel Hill Boulevard', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27707', 'country': 'US', 'state': 'NC', 'display_address': ['4010 Durham Chapel Hill Boulevard', 'Durham, NC 27707']}",Starbucks,+19198860837,$$,3.5,23,[],https://www.yelp.com/biz/starbucks-durham-16?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
esmeraldas-cafe-durham-2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0205172711137, 'longitude': -78.9096817874108}",(919) 864-8007,16709.725645464943,a9346BvfsmYek81-2eZ_bg,https://s3-media3.fl.yelpcdn.com/bphoto/wBHNP3mw_qI8HL7_3lXbUA/o.jpg,False,"{'address1': '1058 W Club Blvd', 'address2': None, 'address3': 'Northgate Mall', 'city': 'Durham', 'zip_code': '27701', 'country': 'US', 'state': 'NC', 'display_address': ['1058 W Club Blvd', 'Northgate Mall', 'Durham, NC 27701']}",Esmeralda's Cafe,+19198648007,$,5.0,7,[],https://www.yelp.com/biz/esmeraldas-cafe-durham-2?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
foster-street-coffee-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0005510045961, 'longitude': -78.901421946057}",(919) 797-9555,15947.160538416592,XRY0NhiMiq8czeTm4TJSOg,https://s3-media4.fl.yelpcdn.com/bphoto/m9zwRLjbLw3tJ7pcc9smXw/o.jpg,False,"{'address1': '530 Foster St', 'address2': 'Ste 2', 'address3': None, 'city': 'Durham', 'zip_code': '27701', 'country': 'US', 'state': 'NC', 'display_address': ['530 Foster St', 'Ste 2', 'Durham, NC 27701']}",Foster Street Coffee,+19197979555,$$,4.5,15,[],https://www.yelp.com/biz/foster-street-coffee-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-durham-17,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.879249, 'longitude': -78.847269}",(919) 941-0482,18494.25591093141,knds_3V2AE6kzMyJATNYhQ,https://s3-media1.fl.yelpcdn.com/bphoto/L9nLNrpUMgmLTHqQ76M4tg/o.jpg,False,"{'address1': '1119 Slater Rd', 'address2': '', 'address3': None, 'city': 'Durham', 'zip_code': '27703', 'country': 'US', 'state': 'NC', 'display_address': ['1119 Slater Rd', 'Durham, NC 27703']}",Starbucks,+19199410482,$$,3.5,39,[],https://www.yelp.com/biz/starbucks-durham-17?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
dunkin-donuts-durham-6,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9187371715348, 'longitude': -78.9600441962132}",(919) 403-6666,7797.2812171462165,7qPtmREr_e468ullt2L0Tg,https://s3-media3.fl.yelpcdn.com/bphoto/Fxw2fhdxm_yFRloKMJCIyw/o.jpg,False,"{'address1': '1125 W Nc Hwy 54', 'address2': 'Ste 504', 'address3': '', 'city': 'Durham', 'zip_code': '27707', 'country': 'US', 'state': 'NC', 'display_address': ['1125 W Nc Hwy 54', 'Ste 504', 'Durham, NC 27707']}",Dunkin' Donuts,+19194036666,$,2.5,39,[],https://www.yelp.com/biz/dunkin-donuts-durham-6?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-cary-12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.8463483299855, 'longitude': -78.8873442405909}",(919) 466-8062,16470.26439507341,PPfU_eI0NZoRtTPDF6kmZg,https://s3-media4.fl.yelpcdn.com/bphoto/BX_3cYc0lT9Tm-Ne8QBqGw/o.jpg,False,"{'address1': '1015 Parkside Main St', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27519', 'country': 'US', 'state': 'NC', 'display_address': ['1015 Parkside Main St', 'Cary, NC 27519']}",Starbucks,+19194668062,$,4.0,20,[],https://www.yelp.com/biz/starbucks-cary-12?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-chapel-hill-10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.929387, 'longitude': -79.026382}",(919) 933-5700,2155.962891254663,-CID_IeSPuZSGINFV_CyMQ,https://s3-media1.fl.yelpcdn.com/bphoto/xeAWsNxBKKFFJI1RMIAvqA/o.jpg,False,"{'address1': '2110  S Estes Dr', 'address2': None, 'address3': 'Harris Teeter', 'city': 'Chapel Hill', 'zip_code': '27514', 'country': 'US', 'state': 'NC', 'display_address': ['2110  S Estes Dr', 'Harris Teeter', 'Chapel Hill, NC 27514']}",Starbucks,+19199335700,,4.0,1,[],https://www.yelp.com/biz/starbucks-chapel-hill-10?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
krispy-kreme-durham,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0218387706791, 'longitude': -78.9511560097443}",(919) 309-7730,14299.754524235354,3aE7F9TzpRGKqh0u-cXsfQ,https://s3-media4.fl.yelpcdn.com/bphoto/DcgtQO3cO1gn0jEsTWXLYw/o.jpg,False,"{'address1': '3536 Hillsborough Rd', 'address2': '', 'address3': '', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['3536 Hillsborough Rd', 'Durham, NC 27705']}",Krispy Kreme,+19193097730,$,3.0,43,"['delivery', 'pickup']",https://www.yelp.com/biz/krispy-kreme-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
tous-les-jours-cary-5,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.790388, 'longitude': -78.849143}",(919) 535-5514,22963.347946857502,WQDzhS8Z5xMG2c9r0x1acQ,https://s3-media1.fl.yelpcdn.com/bphoto/_lAyRlwR_KcfVOYGbTZMgA/o.jpg,False,"{'address1': '1961 High House Rd', 'address2': '', 'address3': None, 'city': 'Cary', 'zip_code': '27519', 'country': 'US', 'state': 'NC', 'display_address': ['1961 High House Rd', 'Cary, NC 27519']}",Tous les Jours,+19195355514,$,4.0,14,[],https://www.yelp.com/biz/tous-les-jours-cary-5?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
joe-van-gogh-durham-6,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.9969973604438, 'longitude': -78.9170221611857}",(984) 219-7598,14533.699618885405,0LmMgUFOQN-CdKYcIBpkUg,https://s3-media2.fl.yelpcdn.com/bphoto/0nx0qaEEKB_vCnCSGJ8G1A/o.jpg,False,"{'address1': '1114 W Chapel Hill St', 'address2': 'Ste B', 'address3': None, 'city': 'Durham', 'zip_code': '27701', 'country': 'US', 'state': 'NC', 'display_address': ['1114 W Chapel Hill St', 'Ste B', 'Durham, NC 27701']}",Joe Van Gogh,+19842197598,$$,4.0,14,[],https://www.yelp.com/biz/joe-van-gogh-durham-6?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
triangle-coffee-house-durham,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 36.0082359313965, 'longitude': -78.9216690063477}",(919) 748-3634,14974.77675134876,lDMBBG5gK4HRZJVFQYHRHg,https://s3-media1.fl.yelpcdn.com/bphoto/ODwPqh7W_PrfdVAv195D2A/o.jpg,False,"{'address1': '714 Ninth St', 'address2': None, 'address3': '', 'city': 'Durham', 'zip_code': '27705', 'country': 'US', 'state': 'NC', 'display_address': ['714 Ninth St', 'Durham, NC 27705']}",Triangle Coffee House,+19197483634,$,3.5,20,[],https://www.yelp.com/biz/triangle-coffee-house-durham?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
white-oak-coffee-tea-and-juice-cary,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 35.82216, 'longitude': -78.87843}",(919) 421-8494,18552.23093132032,7G81xyfSTsbfAsxDbqMhbA,https://s3-media3.fl.yelpcdn.com/bphoto/uPlKKg4mVdPSxRHrXiv8cQ/o.jpg,False,"{'address1': '6911 Carpenter Fire Station Rd', 'address2': '', 'address3': None, 'city': 'Cary', 'zip_code': '27519', 'country': 'US', 'state': 'NC', 'display_address': ['6911 Carpenter Fire Station Rd', 'Cary, NC 27519']}","White Oak Coffee, Tea & Juice",+19194218494,$$,4.5,10,[],https://www.yelp.com/biz/white-oak-coffee-tea-and-juice-cary?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
